1,ἀγνοιῇσι,ἀγνοέω,v3spsa---,lemming;morpheus
0,ἀγνωμονηθείς,ἀγνωμονέω,v-sapp-n-,
0,ἀγνώσασχε,ἀγνοέω,v3saia---,
1,ἄγξαι,ἄγχω,v--ana---,lemming;morpheus
1,ἄγξειε,ἄγχω,v3saoa---,lemming;morpheus
1,ἄγξω,ἄγχω,v1sfia---,lemming;morpheus
1,ἀγοράσω,ἀγοράζω,v1sfia---,lemming;morpheus
0,ἀγορεύμενἁι,ἀγορεύω,v--pna---,
1,ἀγόρευσα,ἀγορεύω,v1saia---,lemming;morpheus
1,ἀγόρευσον,ἀγορεύω,v2sama---,lemming;morpheus
1,ἀγορεύσω,ἀγορεύω,v1sfia---,lemming;morpheus
0,ἀγορησάμην,ἀγοράομαι,v1saie---,
1,ἀγορόωντο,ἀγοράομαι,v3piie---,morpheus
1,ἀγρεῖ,ἀγρέω,v3spia---,lemming;morpheus
1,ἀγρεῖτε,ἀγρέω,v2ppma---,lemming;morpheus
1,ἀγρεύσω,ἀγρεύω,v1sfia---,lemming;morpheus
1,ἀγριανθήσομαι,ἀγριαίνω,v1sfip---,lemming
1,ἀγριανῶ,ἀγριαίνω,v1sfia---,lemming;morpheus
0,ἀγρόμενος,ἀγείρω,v-sape-n-,
1,ἄγχον,ἄγχω,v1siia---,lemming;morpheus
0,ἀγωνιάσω,ἀγωνιίίωο,v1sfia---,
0,ἀγωνίδαται,ἀγὼν ἰζομαι,v3prie---,
0,ἀγωνιοῦμαι,ἀγὼν ἰζομαι,v1sfie---,
0,ἀγωνισάμην,ἀγὼν ἰζομαι,v1saie---,
0,ἀγωνισθήσομαι,ἀγὼν ἰζομαι,v1sfip---,
1,ἀγωνίσομαι,ἀγωνίζομαι,v1sfie---,morpheus
1,ἁδεῖν,ἁνδάνω,v--ana---,lemming;morpheus
1,ἄδῃ,ἁνδάνω,v3sasa---,lemming
0,ἀδηκότες,ἀδέω,v-prpa-n-,
0,ἀδημονῆσαι,ἀδέω,v--ana---,
1,ἀδήσειεν,ἀδέω,v3saoa---,lemming
1,ἁδήσω,ἁνδάνω,v1sfia---,lemming;morpheus
0,ἀδ,ἀδικέω,v1sfip---,
0,ἀδυκησάντων,ἀδικέω,v-papa-g-,
0,ἀδικήσομαι,ἀδικέω,v1sfie---,
0,ὅἅδοι,ἁνδάνω,v3saoa---,
0,ἁδόμενος,ἥδομαι,v-sppe-n-,
0,κἄδον,ἄδω,v1siia---,
1,ἅδον,ἁνδάνω,v3paia---,lemming;morpheus
1,ἁδρῦναι,ἁδρύνω,v--ana---,morpheus
1,ἁδρυνῶ,ἁδρύνω,v1sfia---,morpheus
1,ἅδω,ἁνδάνω,v1sasa---,lemming;morpheus
0,ἀδών,ἁνδάνω,v-sapa-n-,
1,ἀέθλεον,ἀθλέω,v1siia---,morpheus
0,ἀειδέμενἁι,ἄδω,v--pna---,
0,ἀείδετο,ἄδω,v3siie---,
0,ἀείδηὴν,ἄδω,v--pna---,
0,ἀείδησι,ἄδω,v3spsa---,
0,ἄειδον,ἄδω,v1siia---,
0,ἀεικισθήμεναι,ἀευκίζω,v--anp---,
0,ἀείκισσα,ἀευκίζω,v1saia---,
0,ἀεικισσάμην,ἀευκίζω,v1saie---,
0,ἄειρα,αἴρω,v1saia---,
0,ἀείραὑς,αἴρω,v-sapa-n-,
0,ἀειράμενος,αἴρω,v-sape-n-,
0,ἀείραο,αἴρω,v2saie---,
0,ἀείρασθαι,αἴρω,v--ane---,
0,ἀειρέσθην,αἴρω,v3diie---,
0,ἀείρεται,αἴρω,v3spse---,
0,ἄειρον,αἴρω,v1siia---,
0,ἀείς,ἄηι,v-sppa-n-,
0,ἄεισα,ἄδω,v1saia---,
0,ἀεισάμην,ἄδω,v1saie---,
0,ἀείσεο,ἄδω,v2same---,
1,ἄεισι,ἄημι,v3ppia---,morpheus
0,κἄεισον,ἄημι,v2sama---,
0,κἀείσω,ἄημι,v1sfia---,
1,κἄεν,ἄω,v3siia---,lemming;morpheus
0,κἀεξήθην,ἀέξξω,v1saip---,
0,ἐἀεξήσω,ἀέξξω,v1sfia---,
0,ἐἄεξον,ἀέξξω,v1siia---,
0,κἀερθείς,αἴρω,v-sapp-n-,
0,κἀέρθην,αἴρω,v1saip---,
0,ἀεροβατήσας,ἀεροβατέω,v-sapa-n-,
0,ἐἀέρρατ,αἴρω,v2pama---,
0,ἀέρσῃ,αἴρω,v3sasa---,
1,ἄεσα,ἄω,v1saia---,lemming;morpheus
1,ἀέσαμεν,ἄω,v1paia---,lemming;morpheus
1,ἄεσαν,ἄω,v3paia---,lemming;morpheus
0,ἄζευ,ἅζομαι,v2spme---,
0,κἄζηται,ἄζω,v3-pse---,
0,κἀζήνασκε,ἀζαίνω,v3saia---,
0,κἀζήνγσῦ,ἀζαίνω,v3sasa---,
1,ἄη,ἄημι,v3siia---,lemming;morpheus
1,ἀηδῆσαι,ἀηδέω,v--ana---,lemming;morpheus
0,ἀηδήῆσειεν,ἀηδέω,v3saoa---,
0,ἑἀήμεναι,ἄημι,v--pna---,
0,ἀήμενος,ἄημι,v-sppe-n-,
1,ἀῆναι,ἄημι,v--pna---,lemming;morpheus
0,ἀήσει,ἄημι,v3sfia---,
0,ἀήσεται,ἄημι,v3-fie---,
1,ἄησι,ἄημι,v3spia---,lemming;morpheus
0,ἀῇσι,ἄημι,v3spsa---,
1,ἄηται,ἄημι,v3spie---,lemming;morpheus
1,ἄητο,ἄημι,v3siie---,lemming;morpheus
1,ἀήτω,ἄημι,v3spma---,lemming;morpheus
1,ἀθέριξα,ἀθερίζω,v1saia---,lemming;morpheus
1,ἀθλεύσω,ἀθλεύω,v1sfia---,lemming;morpheus
0,ἀθρῇσαι,ἀθρέω,v--ana---,
1,ἀθρήσειε,ἀθρέω,v3saoa---,lemming;morpheus
0,ἀθροίσας,ἀθροίζω,v-sapa-n-,
0,ἀθροισθέντες,ἀθροίζω,v-papp-n-,
1,ἄθροισον,ἀθροίζω,v2sama---,lemming;morpheus
1,ἄθυρε,ἀθύρω,v2spma---,lemming;morpheus
0,ἀθύρων,ἀθύρω,v-sppa-n-,
0,αἰάξας,αἰάζω,v-sapa-n-,
1,αἰάξω,αἰάζω,v1sfia---,morpheus
1,αἰδεῖο,αἰδέομαι,v2spme---,lemming
1,αἰδέο,αἰδέομαι,v2spme---,morpheus
1,αἰδέοντο,αἰδέομαι,v3piie---,lemming;morpheus
0,αἰδεσάμην,αἰδέομαι,v1saie---,
1,αἰδεσθείην,αἰδέομαι,v1saop---,lemming;morpheus
0,αἰδεσθείς,αἰδέομαι,v-sapp-n-,
0,αἴδ,αἰδέομαι,v3paip---,
0,αἴδεσαι,αἰδέομαι,v2same---,
0,αἰδέσομαι,αἰδέομαι,v1sfie---,
1,αἰδεῦ,αἰδέομαι,v2spme---,lemming;morpheus
1,αἰδεῦμαι,αἰδέομαι,v1spie---,lemming;morpheus
1,αἰδοῦ,αἰδέομαι,v2spme---,lemming;morpheus
1,αἰθέσθω,αἴθω,v3spme---,lemming;morpheus
0,αἰθριῆσας,αἰθριάω,v-sapa-n-,
1,αἴθυξα,αἰθύσσω,v1saia---,morpheus
1,αἰθύξω,αἰθύσσω,v1sfia---,morpheus
0,αἰκίσομαι,αἰκίζω,v1sfie---,
0,αἱμάξω,αἱμάττω,v1sfia---,
1,αἱματίσαι,αἱματίζω,v--ana---,lemming;morpheus
1,αἱματῶσαι,αἱματόω,v--ana---,lemming;morpheus
0,αἱμάχθην,αἱμάττω,v1saip---,
0,αἰνεθείς,αἰνέω,v-sapp-n-,
1,αἰνείσθω,αἰνέω,v3spme---,lemming;morpheus
1,αἴνεσα,αἰνέω,v1saia---,lemming;morpheus
0,αἰνέσομαι,αἰνέω,v1sfie---,
1,αἰνέσω,αἰνέω,v1sfia---,lemming;morpheus
0,αἰνήῆσας,αἰνέω,v-sapa-n-,
1,αἰνήσειε,αἰνέω,v3saoa---,lemming;morpheus
1,αἰνήσουσι,αἰνέω,v3pfia---,lemming;morpheus
1,αἰνήσωμεν,αἰνέω,v1pasa---,lemming;morpheus
1,αἰνιξάμην,αἰνίσσομαι,v1saie---,morpheus
1,αἰνίξομαι,αἰνίσσομαι,v1sfie---,morpheus
1,αἰνοῖεν,αἰνέω,v3ppoa---,lemming;morpheus
0,αἴνυτο,αἵνυμαι,v3siie---,
0,ἀϊξας,ἄττω,v-sapa-n-,
0,ἀίξασθαι,ἄττω,v--ane---,
0,ἀίξασκε,ἄττω,v3saia---,
0,ἀϊξω,ἄττω,v1sasa---,
0,ἀίξω,ἄττω,v1sfia---,
1,ἄιον,ἀίω,v1siia---,morpheus
1,αἱρέεσκον,αἱρέω,v1siia---,morpheus
0,αἰρέθην,αἱρέω,v1saip---,
1,αἱρεθήσομαι,αἱρέω,v1sfip---,lemming;morpheus
1,αἴρεσκον,αἴρω,v1siia---,morpheus
0,αἱρετίσας,αἰρετίζω,v-sapa-n-,
0,αἰρετιῷῶ,αἰρετίζω,v1sfia---,
0,αἱρεύμην,αἰρέω,v1siie---,
0,αἰρησέμεν,αἰρέω,v--fna---,
0,αἱρήσομαι,αἰρέω,v1sfie---,
0,αἰρήσω,αἰρέω,v1sfia---,
1,αἰσθανθήσομαι,αἰσθάνομαι,v1sfip---,lemming
1,αἰσθανοίατο,αἰσθάνομαι,v3ppoe---,lemming;morpheus
1,ἄισθε,ἀίσθω,v3siia---,morpheus
0,αἰσθέσθαι,αἰσθάνομαι,v--ana---,
1,αἰσθηθήσομαι,αἰσθάνομαι,v1sfip---,lemming
0,αἰσθήσομαι,αἰσθάνομαι,v1sfie---,
1,αἰσιμώθην,αἰσιμόω,v1saip---,morpheus
0,αἰσίμωμαι,αἰσιμόω,v1srie---,
1,αἰσιμώσωσι,αἰσιμόω,v3pasa---,morpheus
0,ἀίσσεσκον,ἄττω,v1siia---,
1,ἀιστωθείη,ἀιστόω,v3saop---,morpheus
0,ἀιστῴθησαν,ἀιστόω,v3paip---,
0,ἀιστώσαντο,ἀιστόω,v3paie---,
1,ἀιστώσειαν,ἀιστόω,v3paoa---,morpheus
1,ἀιστώσω,ἀιστόω,v1sfia---,morpheus
1,αἰσχῦναι,αἰσχύνω,v--ana---,lemming;morpheus
1,αἰσχυνέμεν,αἰσχύνω,v--pna---,lemming;morpheus
1,αἰσχύνεσκε,αἰσχύνω,v3siia---,morpheus
1,αἰσχυνέω,αἰσχύνω,v1sfia---,lemming;morpheus
1,αἰσχυνθείην,αἰσχύνω,v1saop---,lemming;morpheus
1,αἰσχυνθήσομαι,αἰσχύνω,v1sfip---,lemming;morpheus
0,αἰσχυνοῦμαι,αἰσχύνω,v1sfie---,
1,αἰσχυνῶ,αἰσχύνω,v1sfia---,lemming;morpheus
0,αἰτεύμενος,αἰτέω,v-sppe-n-,
0,αἰτηθέντες,αἰτέω,v-papp-n-,
1,αἰτήσω,αἰτέω,v1sfia---,lemming;morpheus
1,αἰτιάασθαι,αἰτιάομαι,v--pne---,lemming;morpheus
0,αἰτίαο,αἰτιάομαι,v2siie---,
1,αἰτιάσομαι,αἰτιάομαι,v1sfie---,morpheus
1,αἰτιόωνται,αἰτιάομαι,v3ppie---,morpheus
0,αἰτιόῳφο,αἰτιάομαι,v2spoe---,
1,αἰτιόῳτο,αἰτιάομαι,v3spoe---,morpheus
0,αἷἶτο,αἰτω,v1spoa---,
0,ἐ,ἅττω,v1saip---,
0,ἀιχθῆναι,ἅττω,v--anp---,
0,αἰχμαλωτίσομαι,αἰχμαλωτίζω,v1sfie---,
1,αἰχμάσαι,αἰχμάζω,v--ana---,lemming;morpheus
1,αἰχμάσω,αἰχμάζω,v1sfia---,morpheus
1,αἰωρηθήσομαι,αἰωρέω,v1sfip---,lemming;morpheus
0,αἰωρήσομαι,αἰωρέω,v1sfie---,
0,ἀκαχείατο,εἰμί,v3plie---,
0,ἀκαχεῖν,εἰμί,v--ana---,
0,ἀκάχη,εἰμί,v1srie---,
0,ἀκαχήμενος,εἰμί,v-srpe-n-,
0,ἀκάχησαἩ,εἰμί,v1saia---,
0,ἀχκαχήσω,εἰμί,v1sfia---,
0,ἀκαχίζεο,εἰμί,v2spme---,
0,ἀκαχοίμεθα,εἰμί,v1paoe---,
0,ἀκάχοιτο,εἰμί,v3saoe---,
0,ἀκαχών,εἰμί,v-sapa-n-,
0,ἀκειόμενος,ἀκέομαι,v-sppe-n-,
1,ἀκέο,ἀκέομαι,v2spme---,morpheus
1,ἀκεσθῆναι,ἀκέομαι,v--anp---,morpheus
0,ἀκέσομαι,ἀκέομαι,v1sfie---,
0,ἄκεσσαι,ἀκέομαι,v2same---,
0,ἀκέσσαιο,ἀκέομαι,v2saoe---,
1,ἀκήδεσα,ἀκηδέω,v1saia---,lemming;morpheus
1,ἀκηδήσω,ἀκηδέω,v1sfia---,lemming;morpheus
1,ἀκήκοα,ἀκούω,v1sria---,lemming;morpheus
1,ἀκηκοέτω,ἀκούω,v3srma---,lemming;morpheus
1,ἀκήκουκα,ἀκούω,v1sria---,lemming
0,ἀκήκουσμαι,ἀκούω,v1srie---,
0,ἀκηκοώς,ἀκούω,v-srpa-n-,
0,ἀκηχέμενος,εἰμί,v-srpe-n-,
1,ἀκολαστανῶ,ἀκολασταίνω,v1sfia---,lemming;morpheus
0,ἀχοντισάτω,ἀχκοντίζω,v3sama---,
0,ἀκόντισε,ἀχκοντίζω,v3saia---,
0,ἀκοντίσσαι,ἀχκοντίζω,v--ana---,
0,ἀκοντιῶ,ἀχκοντίζω,v1sfia---,
0,ἀκοστῆσας,ἀκοστάω,v-sapa-n-,
1,ἀκοῦ,ἀκέομαι,v2spme---,lemming;morpheus
1,ἀκουάζεσθον,ἀκουάζομαι,v2dpie---,lemming;morpheus
0,ἀκουέμενἁ,ἀκούω,v--pna---,
1,ἄκουκα,ἀκούω,v1sria---,lemming;morpheus
0,ἀκοῦμαι,ἀκέομαι,v1sfie---,
1,ἄκουσα,ἀκούω,v1saia---,lemming;morpheus
0,ἀκουσαίμην,ἀκούω,v1saoe---,
0,ἀκούσας,ἀκούω,v-sapa-n-,
0,ἀκουσθείς,ἀκούω,v-sapp-n-,
1,ἀκουσθῆναι,ἀκούω,v--anp---,lemming;morpheus
1,ἀκουσθήσομαι,ἀκούω,v1sfip---,lemming;morpheus
0,ἀκούσομαι,ἀκούω,v1sfie---,
0,ἀκρατιοῦμαι,ἀκούω,v1sfie---,
0,ἀκρατιῶ,ἀκούω,v1sfia---,
0,ἀκροαθείς,ἀκούω,v-sapp-n-,
0,ἀκροάσομαι,ἀκούω,v1sfie---,
0,ἀκταινῶσαι,ἀκούω,v--ana---,
1,ἀκτάσωμεν,ἀκτάζω,v1pasa---,lemming;morpheus
0,άλαθείς,ἀκτάζω,v-sapp-n-,
0,ἀλάλαξε,ἀκτάζω,v3saia---,
0,ἀλαλάξομαι,ἀλαλάζω,v1sfie---,
1,ἀλαλάξω,ἀλαλάζω,v1sfia---,morpheus
1,ἀλάλημαι,ἀλάομαι,v1srie---,lemming
0,ἀλαλήμενος,ἀλάομαι,v-srpe-n-,
1,ἀλάλησθαι,ἀλάομαι,v--rne---,lemming
1,ἄλαλκε,ἀλέξω,v3saia---,lemming
1,ἀλαλκεῖν,ἀλέξω,v--ana---,lemming
1,ἀλάλκῃσι,ἀλέξω,v3sasa---,lemming
0,ἀλαλκήσουσι,ἀλέξω,v3pfia---,
0,ἀλάλκοι,ἀλέξω,v3paoa---,
1,ἀλάλκοις,ἀλέξω,v2saoa---,lemming
0,ἀλάλκουσι,ἀλέξω,v3ppia---,
0,ἀλαλκών,ἀλέξω,v-sapa-n-,
0,ἀλαλύκτημαι,ἀλυκτέω,v1srie---,
0,ἀλάλυκτο,ἀλύσσω,v3slie---,
0,ἁλάμενος,ἄλλομαι,v-sape-n-,
1,ἀλάπαξα,ἀλαπάζω,v1saia---,lemming;morpheus
1,ἀλαπαξέμεν,ἀλαπάζω,v--fna---,lemming;morpheus
1,ἀλαπάξω,ἀλαπάζω,v1sfia---,lemming;morpheus
1,ἀλαπαχθῇ,ἀλαπάζω,v3sasp---,morpheus
1,ἀλᾶσθαι,ἀλάομαι,v--pne---,lemming;morpheus
0,ἀλατεύσω,ἀλητεύω,v1sfia---,
0,ἅλατο,ἄἅλλομαι,v3saie---,
1,ἀλᾶτο,ἀλάομαι,v3siie---,lemming;morpheus
1,ἀλαῶσαι,ἀλαόω,v--ana---,lemming;morpheus
1,ἀλάωσε,ἀλαόω,v3saia---,lemming;morpheus
1,ἄλγησον,ἀλγέω,v2sama---,lemming;morpheus
1,ἀλγῦναι,ἀλγύνω,v--ana---,lemming;morpheus
1,ἀλγύνεσκε,ἀλγύνω,v3siia---,morpheus
1,ἀλγυνθήσομαι,ἀλγύνω,v1sfip---,morpheus
0,ἀλγυνοῦμαι,ἀλγύνω,v1sfie---,
0,ἀλδήσασκε,ἀλδαίνω,v3saia---,
0,ἀλέασθαι,ἀλέομαι,v--ana---,
0,ἀλέασῦε,ἀλέομαι,v2pame---,
0,ἀλεγύνατο,ἀλεγύνω,v3saie---,
1,ἀλεεῖναι,ἀλεείνω,v--ana---,morpheus
1,ἄλει,ἀλέω,v2spma---,lemming;morpheus
0,ἀλείς,εἴλω,v-sapp-n-,
1,ἀλειφθῇ,ἀλείφω,v3sasp---,lemming;morpheus
1,ἀλειφθήσομαι,ἀλείφω,v1sfip---,lemming;morpheus
1,ἄλειφον,ἀλείφω,v1siia---,lemming;morpheus
1,ἄλειψα,ἀλείφω,v1saia---,lemming;morpheus
0,ἀλειψαίμην,ἀλείφω,v1saoe---,
0,ἀλείψας,ἀλείφω,v-sapa-n-,
0,ἀλείψομαι,ἀλείφω,v1sfie---,
1,ἀλείψω,ἀλείφω,v1sfia---,lemming;morpheus
0,ἄλεν,εἴ,v3paip---,
0,ἀλέξαι,ἀλέξω,,
0,ἀλέξασθαι,ἀλέξω,,
0,ἀλεξῇῆσαι,ἀλέξω,,
0,ἀλεξῆσας,ἀλέξω,,
0,ἀλεξήσειςε,ἀλέξω,,
0,ἀλεξήσομαι,ἀλέξω,,
0,ἀλεξήσω,ἀλέξω,,
0,ἀλεξοίμην,ἀλέξω,,
0,ἀλέξω,ἀλέξω,,
1,ἀλέοιντο,ἀλέομαι,v3ppoe---,lemming;morpheus
1,ἀλέοιο,ἀλέομαι,v2spoe---,lemming;morpheus
0,ἀλέσθαι,ἄλλομαι,v--ane---,
1,ἄλεσσα,ἀλέω,v1saia---,lemming;morpheus
1,ἀλέσω,ἀλέω,v1sfia---,lemming
1,ἀλετρεύσω,ἀλετρεύω,v1sfia---,lemming;morpheus
0,ἄλευ,ἀλεὐγομαι,v2spme---,
0,ἄλευαι,ἀλεὐγομαι,v2same---,
0,ἀλεύασθαι,ἀλεὐγομαι,v--ane---,
0,ἀλεῦμαι,ἀλεὐγομαι,v1spie---,
0,ἁλεῦμαι,ἀλεὐγομαι,v1sfie---,
0,ἀλεύσατε,ἀλεὐγομαι,v2pama---,
0,ἄλευσον,ἀλεὐγομαι,v2sama---,
0,ἀλεύσω,ἀλεὐγομαι,v1sfia---,
0,ἀλχηθεύσω,ἀλεὐγομαι,v1sfia---,
0,κἀλήθην,ἀλέγομαι,v1saip---,
1,κἀλήλεκα,ἀλέω,v1sria---,lemming;morpheus
1,ἀλήλεμαι,ἀλέω,v1srie---,lemming;morpheus
1,ἁλήλιμμαι,ἀλείφω,v1srie---,lemming;morpheus
1,ἀλήλιφα,ἀλείφω,v1sria---,lemming;morpheus
1,ἄλην,εἴλω,v1saip---,lemming;morpheus
0,ἀλῇναι,εἴλω,v--anp---,
1,ἀλήσατο,ἀλάομαι,v3saie---,morpheus
0,ἀχησθέν,ἀλήθω,v-sapp-n-,
1,ἀλήσομαι,ἀλάομαι,v1sfie---,morpheus
0,ἁλῇῆτο,ἀλάομαι,v3siie---,
0,ἀλθέξομαι,ἀλθαίνω,v1sfie---,
1,ἀλθεσθῆναι,ἀλθαίνω,v--anp---,lemming
0,ἄλθετο,ἀλθαίνω,v3saie---,
0,ἀλθήσομαι,ἀλθαίνω,v1sfie---,
1,ἀλθήσω,ἀλθαίνω,v1sfia---,lemming
0,ἀλινδηθείς,ἀλινδέω,v-sapp-n-,
0,ἁλίξεται,ἁλίζω,v3sfie---,
0,ἁλίσας,ἁλίζω,v-sapa-n-,
0,ἀλισθέν,ἁλίζω,v-sapp-n-,
0,ἁλισμένος,ἁλίζω,v-srpe-n-,
0,ἀλίσω,ἁλίζω,v1sfia---,
0,ἀλιτεῖν,ἀἁλιταίνω,v--ana---,
0,ἀλιτέσθαι,ἀἁλιταίνω,v--ane---,
0,ἀλίτῃ,ἀἁλιταίνω,v3sasa---,
0,ἀλίτησα,ἀἁλιταίνω,v1saia---,
0,ἀλίτοιμι,ἀἁλιταίνω,v1saoa---,
0,ἀλίτοντο,ἀἁλιταίνω,v3piie---,
0,ἀλίτωμαι,ἀἁλιταίνω,v1sase---,
0,ἀλιτῶν,ἀἁλιταίνω,v-sapa-n-,
0,ἁλίωσα,ἀἁἀλιόω,v1saia---,
